Index,Volume,Name,Census isosig,Method,Time,Final isosig,Genus,Census fundamental group rank,Homology rank,Haken,
7216,5.4649526214953100,v2899(-4 1),xLALvvLwAwMMzQQQcbcbeiknlosqrpvtuqstwuuwwhhjsspttrhupvhuapnvrknkv,Vertex,1426.3681881427800,sLAvLvLMzQQAQbcbglimkpkqmnopprrrhhjhivuplqvrkfbghah,3,3,2,TRUE,
7217,5.4649526214953100,v2898(-1 3),qLLLvvLQQPQkcdgjnimmokonllppphshaasxalqvwwrpea,Vertex,872.2394790649410,qLLLvvLQQPQkcdgjnimmokonllppphshaasxalqvwwrpea,3,3,2,TRUE,
7218,5.4649752793349800,v2772(-1 4),rLLvAALLQLQMcbeghigknkkmonopoqqhhhafjaqikcacqhqxj,Vertex,18.14284586906430,rLLvAALLQLQMcbeghigknkkmonopoqqhhhafjaqikcacqhqxj,2,2,1,FALSE,
7219,5.4652811010062500,v3470(-1 2),qLLvvAwMMQQkcchfihmlpnmonnppolnjjnsmdelgfgkcsw,Vertex,10.728369235992400,qLLvvAwMMQQkcchfihmlpnmonnppolnjjnsmdelgfgkcsw,2,2,1,TRUE,
7220,5.4652811010062500,v2874(-1 3),qLLvLwvAQQQkacgillmmkopnompopnkjahgfvwwawjkdju,Vertex,1150.182188987730,qLLvLwvAQQQkacgillmmkopnompopnkjahgfvwwawjkdju,3,3,1,FALSE,
7221,5.4652811010062500,v3469(-1 2),qLLvvLMPQQMkcdikkhmnlomnnlppphsvqanlxphaeqkalh,Vertex,14.705547094345100,qLLvvLMPQQMkcdikkhmnlomnnlppphsvqanlxphaeqkalh,2,2,1,TRUE,
7222,5.4652811010062500,v2816(-4 3),qLLvLMMwAQMkacgfikjimlolnmoppnkjrutmkxkerqkrmn,Vertex,4.230431079864500,qLLvLMMwAQMkacgfikjimlolnmoppnkjrutmkxkerqkrmn,2,2,1,FALSE,
7223,5.4652811010062500,v3346(-4 1),qLLLvPvPMQQkcdghhkjjmonponnpphshbvpuxfkkjkcfgb,Vertex,1120.2395079135900,qLLLvPvPMQQkcdghhkjjmonponnpphshbvpuxfkkjkcfgb,3,3,1,FALSE,
7224,5.4652811010062500,v2828(4 3),rLLvLvwQPPQQcacgljmllkqqkponopqnkjtmgkkcltwlkjnpf,Vertex,29.839375972747800,rLLvLvwQPPQQcacgljmllkqqkponopqnkjtmgkkcltwlkjnpf,2,2,1,FALSE,
7225,5.4653083196141200,v2889(6 1),sLLLvLvQPwQQQcdghokknjnqmprqqprrhshvhpuldoakclxxstu,Vertex,67.03076791763310,sLLLvLvQPwQQQcdghokknjnqmprqqprrhshvhpuldoakclxxstu,2,2,1,FALSE,
7226,5.4653574736790600,v2857(-4 1),rLLLLvvAQQQMcacfghjojlmllnonpqqnkgjkkkkfrfkvnjeqn,Vertex,27.81318497657780,rLLLLvvAQQQMcacfghjojlmllnonpqqnkgjkkkkfrfkvnjeqn,2,2,1,FALSE,
7227,5.4655101165308900,v2901(-3 2),qLLvLPLMLQQkacfkhljipopnmonpojknxaimgtmaqvleio,Vertex,1015.8656408786800,qLLvLPLMLQQkacfkhljipopnmonpojknxaimgtmaqvleio,3,3,1,TRUE,
7228,5.4657901884320900,v2960(-3 2),rLLLvLzAQwQQccdgjmnkjolkqpqppqohshmlhpmaiilemeapr,Vertex,1173.8532650470700,rLLLvLzAQwQQccdgjmnkjolkqpqppqohshmlhpmaiilemeapr,3,3,2,TRUE,
7229,5.4660175111855700,v3126(2 3),qLLLvzAAQPPkcdfikjlmlnjmonopphsmcuadeaainhoxgr,Vertex,14.586250066757200,qLLLvzAAQPPkcdfikjlmlnjmonopphsmcuadeaainhoxgr,2,2,1,FALSE,
7230,5.4661754430888900,s951(5 1),rLAvLvLAPQMQcbcbgmikpplkmoopqoqhhjhuviltlqngvbarw,Vertex,19.349221229553200,rLAvLvLAPQMQcbcbgmikpplkmoopqoqhhjhuviltlqngvbarw,2,3,1,FALSE,
7231,5.4663273025992000,v3028(4 1),rLLLLLvPQMQMcacfgkjnmnnjolmopqqnkgjtcwokowpjnqfxj,Vertex,10.996271848678600,qLLLwMwMzPQkcdgefjijlmmppnopohshqjhadfgbleejor,2,2,1,FALSE,
7232,5.4664495824442300,v2972(-4 1),GLAMzMLLLLvwwLwMwQwQQQcbcbdefghjknmsrvuvvBxBCAzCEFFFCEDEhhjhhhhqkaqbqkppvguvpakgqhqdtdfsk,Vertex,4.225909948349000,rLLzvzMPzMQQccdcgkjkilmnqnooppqhsnvthaqoskefaqsjn,2,2,1,TRUE,
7233,5.4666176486440700,v2901(5 1),rLLvLLPAQAPMcbefhjkijnlmmnoopqqxxxkbxsflxqjniukhs,Vertex,983.538330078125,rLLvLLPAQAPMcbefhjkijnlmmnoopqqxxxkbxsflxqjniukhs,3,3,2,TRUE,
7234,5.4666597229484200,v2761(-3 2),qLLLLMvPQwQkacfgijljlmnnpmpopjkgjitfnnnqlmronn,Vertex,9.748534917831420,qLLLLMvPQwQkacfgijljlmnnpmpopjkgjitfnnnqlmronn,2,2,1,FALSE,
7235,5.4667915383132800,v2754(-2 3),qLLLPPvMPLQkbcehggikjlnoonopptspqnnxakouasknfs,Vertex,17.510738134384200,qLLLPPvMPLQkbcehggikjlnoonopptspqnnxakouasknfs,2,2,1,FALSE,
7236,5.4669450312109600,v3195(1 2),qLLLvMLPzQQkccfgjknlnmnopmpoplnanxmtilgwjfvovr,Vertex,43.262381076812700,qLLLvMLPzQQkccfgjknlnmnopmpoplnanxmtilgwjfvovr,2,2,1,FALSE,
